6,0,0,0.28,0.136,0.544,0.2,0.752,0.28,1,0.328,0.424,-0.256,0.4,-0.096,0.36,0.144,0.312,0.368,0.12,-0.352,0.024,-0.128,-0.04,0.216,-0.072,0.512,-0.152,-0.36,-0.288,-0.104,-0.352,0.232,-0.368,0.504,-0.376,-0.312,-0.528,-0.128,-0.592,0.112,-0.608,0.328
6,0,0,0.292035398,-0.07079646,0.513274336,-0.203539823,0.575221239,-0.212389381,0.460176991,-0.14159292,0.203539823,-0.451327434,-0.03539823,-0.380530973,-0.238938053,-0.283185841,-0.442477876,-0.17699115,-0.10619469,-0.451327434,-0.389380531,-0.353982301,-0.584070796,-0.203539823,-0.743362832,-0.07079646,-0.353982301,-0.415929204,-0.601769912,-0.318584071,-0.796460177,-0.17699115,-0.946902655,-0.053097345,-0.530973451,-0.327433628,-0.743362832,-0.265486726,-0.884955752,-0.159292035,-1,-0.061946903
6,0,0,0.297297297,-0.036036036,0.531531532,-0.117117117,0.630630631,-0.054054054,0.54954955,0.045045045,0.252252252,-0.369369369,0.063063063,-0.279279279,-0.126126126,-0.135135135,-0.306306306,0.009009009,-0.081081081,-0.396396396,-0.342342342,-0.252252252,-0.540540541,-0.072072072,-0.702702703,0.09009009,-0.342342342,-0.351351351,-0.576576577,-0.207207207,-0.756756757,-0.063063063,-0.90990991,0.063063063,-0.531531532,-0.243243243,-0.747747748,-0.135135135,-0.891891892,-0.054054054,-1,0
6,0,0,0.373626374,0.032967033,0.725274725,-0.065934066,0.868131868,-0.021978022,0.78021978,0.021978022,0.395604396,-0.384615385,0.197802198,-0.263736264,0.010989011,-0.098901099,-0.164835165,0.10989011,-0.010989011,-0.450549451,-0.285714286,-0.263736264,-0.483516484,-0.076923077,-0.615384615,0.131868132,-0.32967033,-0.428571429,-0.56043956,-0.252747253,-0.747252747,-0.098901099,-0.868131868,0.087912088,-0.549450549,-0.318681319,-0.78021978,-0.197802198,-0.912087912,-0.076923077,-1,0.054945055
6,0,0,0.419753086,0.074074074,0.790123457,0.037037037,1,0.074074074,0.938271605,0.12345679,0.543209877,-0.395061728,0.469135802,-0.271604938,0.320987654,-0.049382716,0.160493827,0.185185185,0.111111111,-0.50617284,-0.049382716,-0.271604938,-0.172839506,0.012345679,-0.24691358,0.296296296,-0.259259259,-0.49382716,-0.444444444,-0.308641975,-0.580246914,-0.098765432,-0.666666667,0.135802469,-0.555555556,-0.419753086,-0.728395062,-0.283950617,-0.864197531,-0.12345679,-0.938271605,0.037037037
6,0,0,0.30952381,-0.095238095,0.619047619,-0.150793651,0.865079365,-0.119047619,1,-0.142857143,0.365079365,-0.484126984,0.579365079,-0.396825397,0.753968254,-0.26984127,0.880952381,-0.134920635,0.174603175,-0.5,0.436507937,-0.404761905,0.603174603,-0.293650794,0.73015873,-0.166666667,0,-0.452380952,0.214285714,-0.333333333,0.373015873,-0.198412698,0.492063492,-0.071428571,-0.166666667,-0.357142857,-0.023809524,-0.26984127,0.095238095,-0.150793651,0.19047619,-0.03968254
6,0,0,0.289473684,0.197368421,0.526315789,0.368421053,0.631578947,0.592105263,0.644736842,0.789473684,0.263157895,0.052631579,-0.026315789,0.434210526,-0.236842105,0.644736842,-0.407894737,0.842105263,-0.052631579,-0.013157895,-0.421052632,0.407894737,-0.618421053,0.710526316,-0.763157895,0.973684211,-0.315789474,-0.039473684,-0.657894737,0.368421053,-0.815789474,0.657894737,-0.907894737,0.921052632,-0.5,-0.013157895,-0.789473684,0.328947368,-0.921052632,0.578947368,-1,0.789473684
6,0,0,0.3375,0.175,0.525,0.4,0.6125,0.575,0.7,0.75,0.225,0.275,0.0125,0.5,-0.175,0.675,-0.3375,0.85,-0.1,0.1875,-0.375,0.4875,-0.55,0.7375,-0.7,0.95,-0.35,0.15,-0.6125,0.4375,-0.775,0.675,-0.9,0.875,-0.525,0.15,-0.7625,0.3875,-0.9,0.5625,-1,0.7125
6,0,0,0.333333333,0.180555556,0.625,0.291666667,0.819444444,0.5,1,0.666666667,0.402777778,-0.027777778,0.152777778,0.305555556,-0.013888889,0.5,-0.152777778,0.680555556,0.041666667,-0.125,-0.263888889,0.305555556,-0.402777778,0.569444444,-0.5,0.833333333,-0.263888889,-0.152777778,-0.541666667,0.263888889,-0.652777778,0.527777778,-0.722222222,0.791666667,-0.513888889,-0.111111111,-0.777777778,0.180555556,-0.875,0.402777778,-0.916666667,0.625
6,0,0,0.38028169,0.169014085,0.746478873,0.309859155,0.943661972,0.464788732,1,0.577464789,0.436619718,-0.112676056,0.323943662,0.070422535,0.183098592,0.323943662,0.056338028,0.577464789,0.042253521,-0.197183099,-0.154929577,0.084507042,-0.281690141,0.408450704,-0.338028169,0.732394366,-0.281690141,-0.197183099,-0.478873239,0.084507042,-0.563380282,0.366197183,-0.605633803,0.647887324,-0.535211268,-0.169014085,-0.76056338,0.070422535,-0.845070423,0.281690141,-0.873239437,0.507042254
